1	9 18 28 31 
2	29 
3	46 
4	33 
5	22 28 30 31 
6	49 
7	21 42 54 55 
8	1 5 21 26 
9	49 
10	1 12 18 47 
11	11 31 33 38 
12	3 
13	34 
14	41 
15	53 
16	1 25 26 28 
17	30 33 34 52 
18	12 
19	32 
20	35 
21	14 15 21 38 
22	10 
23	26 
24	15 28 34 46 
25	40 
26	22 24 27 45 
27	36 
28	6 7 34 44 
29	7 18 32 34 
30	9 11 45 54 
31	19 
32	11 15 27 47 
33	45 
34	34 
35	1 
36	34 
37	46 
38	35 
39	17 
40	47 
41	20 
42	53 
43	1 
44	33 
45	15 
46	31 
47	2 
48	50 
49	12 30 31 32 
50	48 
51	18 
52	4 
53	5 6 14 21 
54	29 35 51 54 
55	14 
56	52 
57	11 
58	51 
59	51 
60	33 
61	4 45 48 55 
62	1 3 38 55 
63	51 
64	25 38 43 55 
65	3 28 35 40 
66	5 6 45 47 
67	27 
68	3 28 33 34 
69	27 
70	8 35 39 48 
71	39 
72	43 
73	41 
74	22 
75	2 
76	50 
77	51 
78	9 14 21 28 
79	24 
80	41 
81	20 
82	28 31 33 48 
83	21 
84	51 
85	23 
86	21 
87	22 31 37 43 
88	46 
89	2 8 36 45 
90	5 
91	48 
92	5 12 33 49 
93	44 
94	54 
95	12 
96	29 
97	48 
98	9 
99	1 
100	47 
101	14 
102	5 29 49 53 
103	18 21 32 44 
104	54 
105	22 
106	16 
107	36 
108	48 
109	43 
110	9 15 26 34 
111	42 
112	54 
113	41 
114	14 
115	13 
116	2 
117	1 
118	1 14 21 27 
119	51 
120	12 
121	18 
122	6 14 21 37 
123	11 
124	6 
125	32 
126	7 12 13 47 
127	4 7 26 51 
128	4 12 13 53 
129	9 16 20 37 
130	25 28 43 50 
131	50 
132	11 
133	22 
134	16 
135	2 6 49 50 
136	7 9 29 44 
137	14 17 21 24 
138	13 
139	9 
140	25 
141	36 
142	6 14 50 53 
143	32 39 45 47 
144	15 23 32 38 
145	12 
146	16 32 34 49 
147	4 9 24 54 
148	43 
149	6 15 20 55 
150	37 
151	17 
152	17 29 32 37 
153	22 
154	41 
155	12 
156	22 
157	46 
158	35 
159	39 
160	30 
161	22 
162	44 
163	18 19 28 43 
164	4 
165	12 
166	2 6 12 27 
167	41 
168	42 
169	13 
170	22 
171	1 
172	5 
173	50 
174	3 
175	1 
176	31 
177	21 
178	33 
179	51 
180	9 
181	32 
182	27 
183	31 33 50 53 
184	17 
185	53 
186	1 
187	38 
188	18 
189	34 
190	9 
191	48 
192	38 
193	28 38 53 55 
194	3 
195	22 
196	39 
197	7 12 34 44 
198	29 
199	5 36 38 43 
200	14 34 45 51 
201	34 
202	18 27 51 55 
203	15 
204	52 
205	19 
206	51 
207	9 36 40 48 
208	51 
209	15 19 37 50 
210	45 
211	13 
212	41 
213	26 28 39 46 
214	30 
215	21 26 37 52 
216	5 
217	37 
218	2 7 39 51 
219	51 
220	39 45 47 55 
221	44 
222	10 18 43 50 
223	29 
224	27 
225	54 
226	19 
227	21 
228	15 31 43 55 
229	45 
230	15 
231	37 
232	44 
233	52 
234	7 14 30 47 
235	47 
236	7 23 42 50 
237	28 
238	38 
239	39 
240	31 
241	7 15 21 47 
242	34 
243	3 
244	42 
245	16 40 43 50 
246	1 
247	21 33 37 43 
248	18 25 45 55 
249	6 
250	49 
251	25 
252	28 
253	21 29 37 43 
254	4 
255	37 
256	28 
257	25 
258	26 
259	26 
260	48 
261	12 
262	3 9 35 37 
263	40 
264	8 
265	15 
266	25 29 35 52 
267	3 35 40 53 
268	15 25 43 45 
269	44 
270	52 
271	31 
272	34 
273	12 
274	19 
275	18 
276	24 
277	7 18 28 34 
278	12 28 40 48 
279	1 19 44 50 
280	21 
281	6 43 47 49 
282	28 
283	50 
284	48 
285	55 
286	14 23 25 32 
287	2 12 42 50 
288	26 35 44 54 
289	22 
290	37 
291	51 
292	43 
293	23 25 34 53 
294	16 29 34 54 
295	1 2 3 20 
296	39 40 45 52 
297	38 
298	19 
299	10 
300	1 16 33 36 
301	13 18 21 43 
302	26 
303	23 27 32 37 
304	31 
305	26 
306	33 
307	20 
308	33 
309	12 21 31 53 
310	15 35 37 39 
311	28 
312	10 12 33 49 
313	14 19 20 39 
314	51 
315	32 
316	52 
317	52 
318	19 
319	40 
320	17 
321	14 
322	17 
323	3 
324	46 
325	37 
326	51 
327	1 
328	49 
329	15 26 29 53 
330	29 
331	18 21 34 37 
332	6 
333	9 
334	11 
335	26 
336	22 
337	29 
338	22 
339	9 11 18 32 
340	3 13 44 55 
341	7 18 23 46 
342	16 32 33 38 
343	19 32 49 52 
344	45 
345	38 
346	6 7 14 20 
347	2 3 13 53 
348	40 
349	13 
350	48 
351	42 
352	16 
353	49 
354	53 
355	44 
356	49 
357	46 
358	46 
359	52 
360	12 
361	50 
362	11 16 31 35 
363	5 
364	3 
365	1 5 15 42 
366	13 
367	53 
368	2 
369	29 
370	7 9 12 19 
371	50 
372	50 
373	26 
374	50 
375	15 
376	42 
377	50 
378	17 
379	54 
380	11 
381	25 
382	31 
383	8 19 20 23 
384	15 18 27 37 
385	22 31 45 55 
386	14 33 49 52 
387	39 
388	10 37 40 50 
389	1 2 26 38 
390	8 
391	21 
392	24 
393	51 
394	8 29 41 47 
395	54 
396	10 
397	3 11 18 55 
398	23 
399	11 
400	1 39 42 55 
401	22 
402	43 
403	44 
404	15 18 24 26 
405	25 
406	33 
407	11 28 29 31 
408	4 
409	53 
410	5 17 19 33 
411	11 22 33 41 
412	10 
413	28 
414	28 
415	7 
416	4 11 25 43 
417	14 
418	33 
419	48 
420	49 
421	55 
422	45 
423	28 
424	18 
425	4 30 41 43 
426	1 23 32 44 
427	46 
428	46 
429	7 15 24 50 
430	3 38 40 53 
431	2 9 15 52 
432	12 17 33 51 
433	8 18 34 49 
434	45 
435	21 
436	8 26 30 36 
437	49 
438	42 
439	31 
440	1 16 18 37 
441	52 
442	10 16 24 34 
443	14 
444	7 12 19 37 
445	30 33 38 50 
446	24 
447	3 
448	3 
449	19 
450	50 
451	29 
452	6 9 14 37 
453	6 26 51 55 
454	54 
455	36 
456	26 
457	18 20 21 55 
458	2 22 35 48 
459	18 
460	16 
461	34 
462	37 
463	11 18 37 49 
464	3 36 43 54 
465	41 
466	5 21 44 48 
467	51 
468	14 
469	48 
470	11 31 43 48 
471	45 
472	40 
473	1 
474	11 
475	28 
476	51 
477	20 
478	27 
479	3 16 37 51 
480	22 
481	11 
482	7 12 34 50 
483	5 
484	5 
485	3 28 46 52 
486	27 
487	11 14 17 36 
488	17 
489	20 
490	28 
491	54 
492	11 13 14 41 
493	30 
494	3 18 37 52 
495	17 
496	6 23 26 37 
497	22 
498	33 
499	54 
500	9 
501	2 
502	22 
503	39 
504	42 
505	13 43 45 55 
506	14 
507	1 
508	38 
509	41 
510	52 
511	6 23 35 44 
512	2 
513	30 
514	20 
515	15 21 29 45 
516	20 25 50 55 
517	50 
518	38 
519	7 12 18 40 
520	34 
521	17 
522	37 
523	42 
524	28 
525	49 
526	4 
527	6 21 31 34 
528	44 
529	37 
530	11 
531	20 
532	21 
533	46 
534	7 12 14 15 
535	6 29 37 53 
536	50 
537	7 
538	12 
539	16 
540	23 
541	30 
542	19 33 44 49 
543	14 26 42 46 
544	26 
545	5 
546	22 41 43 51 
547	12 17 28 44 
548	6 14 17 33 
549	25 40 43 50 
550	15 
551	37 
552	4 19 26 52 
553	1 17 29 44 
554	52 
555	6 9 10 15 
556	34 
557	10 
558	14 
559	39 
560	18 
561	52 
562	53 
563	15 43 48 50 
564	24 34 37 44 
565	53 
566	9 
567	41 
568	16 28 50 54 
569	6 
570	19 
571	47 
572	25 
573	6 18 30 35 
574	27 
575	25 
576	10 15 28 51 
577	6 46 51 52 
578	11 
579	12 
580	18 33 45 52 
581	51 
582	48 
583	14 15 40 52 
584	43 
585	49 
586	27 
587	25 
588	46 
589	51 
590	7 
591	36 
592	4 
593	24 27 41 49 
594	8 
595	41 
596	2 
597	28 
598	36 
599	3 
600	16 
601	10 24 27 46 
602	24 
603	2 23 32 54 
604	2 
605	40 
606	49 
607	11 
608	2 
609	7 19 31 55 
610	35 
611	6 14 21 34 
612	47 
613	6 23 25 32 
614	7 
615	43 
616	6 18 28 43 
617	49 
618	31 
619	55 
620	19 
621	54 
622	43 
623	16 27 33 40 
624	29 
625	2 
626	1 4 34 35 
627	2 22 31 45 
628	31 
629	13 
630	11 35 36 53 
631	43 
632	46 
633	52 
634	52 
635	4 
636	6 22 32 43 
637	20 
638	14 
639	15 
640	48 
641	6 21 33 53 
642	30 
643	9 
644	44 
645	49 
646	25 
647	49 
648	48 
649	6 18 26 48 
650	8 
651	2 
652	19 
653	11 22 31 48 
654	1 19 43 55 
655	50 
656	38 
657	25 34 43 49 
658	37 
659	6 11 14 42 
660	29 
661	12 
662	2 
663	11 
664	33 
665	26 
666	30 38 41 45 
667	14 23 24 32 
668	35 
669	19 
670	23 26 32 54 
671	45 
672	46 
673	20 
674	9 
675	21 
676	20 
677	11 
678	11 
679	42 
680	26 
681	4 7 10 12 
682	14 21 37 40 
683	8 18 21 42 
684	39 
685	29 
686	1 5 18 28 
687	52 
688	25 
689	24 
690	34 
691	2 
692	22 
693	10 17 24 28 
694	34 
695	13 
696	32 
697	39 
698	8 
699	20 
700	7 12 15 34 
701	22 
702	33 
703	49 
704	22 
705	49 
706	25 
707	15 
708	51 
709	51 
710	1 18 38 53 
711	13 
712	25 
713	1 10 16 18 
714	55 
715	15 28 37 51 
716	12 33 44 52 
717	26 
718	18 21 50 55 
719	6 7 21 34 
720	51 
721	21 
722	30 
723	19 
724	33 
725	5 
726	44 
727	34 
728	13 20 30 39 
729	26 
730	44 
731	15 
732	11 17 41 49 
733	21 25 26 54 
734	12 
735	1 24 25 43 
736	49 
737	7 
738	48 
739	17 
740	27 
741	9 
742	7 20 28 31 
743	4 6 17 52 
744	33 
745	2 
746	54 
747	48 
748	44 
749	23 52 53 54 
750	20 
751	8 
752	26 
753	52 
754	31 
755	3 
756	1 
757	48 
758	50 
759	6 8 22 47 
760	3 
761	55 
762	36 
763	12 
764	44 
765	41 
766	25 
767	17 47 49 50 
768	54 
769	42 
770	20 
771	23 
772	45 
773	50 
774	4 14 43 47 
775	1 18 29 31 
776	36 
777	29 
778	41 
779	25 
780	13 
781	26 
782	8 
783	48 
784	20 22 29 39 
785	5 
