degree distribution (probability density function of the degree in logarithmic bins) 
7.44882	0.167007
9.43195	0.0912852
11.4472	0.0545797
13.955	0.0404634
16.8675	0.0248559
20.1392	0.0194353
25	0.0127326
30.0698	0.00713935
37.7174	0.00627424
46.1034	0.00324948

degree distribution (degree-occurrences) 
7	0.14
8	0.114
9	0.096
10	0.073
11	0.068
12	0.055
13	0.039
14	0.038
15	0.034
16	0.035
17	0.024
18	0.024
19	0.025
20	0.027
21	0.018
22	0.009
23	0.014
24	0.011
25	0.015
26	0.007
27	0.016
28	0.01
29	0.006
30	0.009
31	0.01
32	0.005
33	0.003
34	0.003
35	0.006
36	0.008
37	0.003
38	0.007
39	0.008
40	0.005
41	0.006
42	0.003
43	0.001
44	0.004
45	0.004
46	0.005
47	0.004
48	0.002
49	0.002
50	0.004


--------------------------------------
community distribution (size-occurrences)
20	0.0363636
21	0.0363636
22	0.0181818
23	0.0363636
24	0.0727273
25	0.0363636
27	0.0363636
28	0.0545455
29	0.0545455
30	0.0181818
31	0.0181818
32	0.0181818
33	0.0363636
34	0.0363636
35	0.0545455
37	0.0181818
38	0.0545455
39	0.0181818
40	0.0363636
41	0.0363636
43	0.0545455
44	0.0181818
45	0.0181818
46	0.0363636
47	0.0181818
48	0.0909091
49	0.0363636


--------------------------------------
mixing parameter
0.285714	0.001
0.375	0.002
0.416667	0.002
0.428929	0.025
0.44697	0.008
0.5	0.152
0.528436	0.085
0.549181	0.339
0.569441	0.23
0.592876	0.081
0.615385	0.015
0.627044	0.054
0.666667	0.003
0.714286	0.002
0.736842	0.001

--------------------------------------
