1	511
1	552
1	575
1	638
1	730
1	831
1	955
2	166
2	340
2	829
2	873
2	911
2	912
2	978
3	447
3	517
3	608
3	868
3	891
3	914
3	980
4	534
4	606
4	818
4	831
4	883
4	968
4	972
5	605
5	749
5	783
5	827
5	877
5	972
5	984
6	139
6	597
6	868
6	902
6	930
6	964
6	980
7	146
7	364
7	431
7	619
7	776
7	834
7	925
8	487
8	543
8	831
8	897
8	929
8	959
8	985
9	613
9	669
9	717
9	965
9	976
9	988
9	996
10	648
10	782
10	802
10	878
10	918
10	964
10	965
11	144
11	315
11	590
11	627
11	735
11	805
11	909
12	271
12	301
12	726
12	806
12	838
12	901
12	912
13	156
13	438
13	525
13	578
13	906
13	907
13	934
14	303
14	685
14	734
14	775
14	816
14	941
14	983
15	482
15	697
15	920
15	927
15	936
15	976
15	984
16	699
16	756
16	793
16	866
16	944
16	969
16	982
17	786
17	813
17	913
17	948
17	963
17	964
18	311
18	755
18	832
18	887
18	935
18	987
18	996
19	469
19	701
19	741
19	746
19	780
19	872
19	994
20	225
20	293
20	442
20	594
20	722
20	876
20	973
21	433
21	534
21	632
21	721
21	766
21	855
21	946
22	126
22	646
22	701
22	741
22	746
22	780
22	872
23	134
23	152
23	233
23	733
23	812
23	834
23	850
24	465
24	753
24	841
24	870
24	888
24	889
24	994
25	387
25	682
25	685
25	907
25	937
25	991
25	994
26	468
26	591
26	747
26	772
26	790
26	890
26	973
27	461
27	646
27	680
27	738
27	787
27	965
27	977
28	292
28	392
28	725
28	879
28	919
28	961
28	991
29	384
29	413
29	528
29	655
29	825
29	872
29	936
30	364
30	609
30	776
30	784
30	852
30	936
30	976
31	274
31	737
31	802
31	843
31	941
31	958
31	989
32	212
32	649
32	830
32	898
32	928
32	959
32	962
33	495
33	518
33	831
33	857
33	911
33	955
33	977
34	302
34	310
34	349
34	524
34	882
34	924
34	961
35	657
35	711
35	884
35	899
35	956
35	974
35	976
36	509
36	675
36	752
36	785
36	804
36	857
36	982
37	181
37	535
37	557
37	792
37	815
37	847
37	859
38	637
38	748
38	767
38	790
38	826
38	836
38	884
39	288
39	715
39	821
39	833
39	887
39	935
39	987
40	594
40	656
40	671
40	747
40	762
40	851
40	951
41	106
41	617
41	791
41	800
41	931
41	947
41	950
42	505
42	794
42	808
42	814
42	842
42	844
42	927
43	319
43	361
43	794
43	808
43	814
43	844
43	982
44	201
44	616
44	683
44	773
44	959
44	993
44	999
45	67
45	242
45	329
45	366
45	610
45	756
45	927
46	522
46	535
46	788
46	847
46	879
46	913
46	985
47	221
47	484
47	500
47	637
47	839
47	947
47	983
48	270
48	709
48	810
48	864
48	906
48	938
48	999
49	335
49	529
49	583
49	783
49	820
49	848
49	921
50	363
50	539
50	680
50	738
50	892
50	912
50	977
51	423
51	465
51	825
51	870
51	960
51	972
51	994
52	149
52	441
52	661
52	837
52	849
52	876
52	950
53	645
53	771
53	792
53	953
53	954
53	969
53	980
54	505
54	794
54	808
54	814
54	844
54	902
54	927
55	326
55	451
55	611
55	734
55	907
55	926
55	949
56	217
56	543
56	552
56	575
56	638
56	730
56	831
57	396
57	408
57	597
57	721
57	867
57	983
57	995
58	490
58	693
58	799
58	877
58	893
58	937
58	1000
59	600
59	704
59	762
59	891
59	909
59	932
59	940
60	310
60	502
60	775
60	794
60	808
60	814
60	844
61	608
61	659
61	849
61	917
61	980
61	984
61	997
62	481
62	497
62	738
62	948
62	977
62	982
62	989
63	125
63	783
63	820
63	833
63	848
63	981
63	997
64	340
64	596
64	635
64	891
64	936
64	967
64	984
65	184
65	355
65	527
65	656
65	947
65	983
65	990
66	855
66	939
66	953
66	968
66	971
66	985
66	993
67	45
67	329
67	504
67	756
67	841
67	975
67	988
68	102
68	457
68	729
68	869
68	885
68	898
68	925
69	422
69	571
69	820
69	846
69	904
69	932
69	948
70	628
70	650
70	652
70	739
70	745
70	880
70	978
71	255
71	527
71	715
71	770
71	853
71	937
71	975
72	628
72	650
72	681
72	776
72	801
72	935
72	996
73	451
73	771
73	801
73	862
73	923
73	943
73	954
74	138
74	163
74	282
74	647
74	724
74	805
74	817
75	683
75	730
75	811
75	951
75	967
75	991
75	993
76	663
76	808
76	846
76	904
76	924
76	941
76	994
77	165
77	348
77	483
77	600
77	704
77	914
77	929
78	657
78	683
78	702
78	773
78	840
78	912
78	962
79	713
79	820
79	879
79	916
79	937
79	948
79	966
80	81
80	449
80	599
80	743
80	813
80	916
80	992
81	80
81	827
81	836
81	920
81	941
81	976
81	984
82	247
82	358
82	550
82	655
82	877
82	979
82	1000
83	457
83	551
83	818
83	869
83	885
83	922
83	1000
84	757
84	778
84	864
84	972
84	980
84	990
84	996
85	549
85	802
85	877
85	909
85	970
85	984
85	997
86	466
86	518
86	634
86	823
86	881
86	986
86	992
87	423
87	547
87	739
87	747
87	868
87	891
87	980
88	625
88	637
88	668
88	748
88	826
88	839
88	930
89	386
89	441
89	606
89	675
89	837
89	849
89	876
90	750
90	879
90	885
90	919
90	923
90	932
90	991
91	465
91	637
91	939
91	953
91	968
91	971
91	993
92	476
92	565
92	643
92	712
92	724
92	844
92	941
93	95
93	129
93	762
93	799
93	825
93	976
93	1000
94	243
94	283
94	511
94	728
94	758
94	920
94	984
95	93
95	267
95	291
95	492
95	788
95	867
95	935
96	178
96	577
96	660
96	675
96	837
96	849
96	876
97	454
97	586
97	870
97	884
97	888
97	960
97	994
98	633
98	711
98	721
98	884
98	951
98	956
98	976
99	301
99	635
99	682
99	786
99	812
99	897
99	951
100	526
100	616
100	820
100	839
100	947
100	981
100	983
101	114
101	642
101	713
101	816
101	920
101	923
101	944
102	68
102	674
102	794
102	883
102	885
102	922
102	936
103	335
103	429
103	682
103	783
103	820
103	848
103	927
104	115
104	684
104	698
104	874
104	972
104	979
104	990
105	437
105	494
105	728
105	764
105	766
105	900
105	946
106	41
106	294
106	532
106	617
106	800
106	872
106	970
107	830
107	898
107	928
107	942
107	959
107	962
107	984
108	229
108	380
108	603
108	638
108	730
108	824
108	831
109	165
109	238
109	348
109	544
109	648
109	829
109	996
110	199
110	773
110	799
110	810
110	937
110	980
110	997
111	568
111	714
111	840
111	912
111	964
111	973
111	983
112	809
112	898
112	946
112	968
112	969
112	986
112	993
113	127
113	453
113	586
113	740
113	753
113	825
113	944
114	101
114	163
114	623
114	712
114	805
114	935
114	948
115	104
115	576
115	703
115	716
115	874
115	897
115	972
116	285
116	540
116	751
116	785
116	834
116	875
116	922
117	737
117	802
117	835
117	865
117	899
117	904
117	985
118	651
118	728
118	810
118	881
118	930
118	985
118	986
119	159
119	350
119	786
119	913
119	942
119	963
119	964
120	286
120	460
120	556
120	586
120	753
120	960
120	994
121	626
121	839
121	851
121	919
121	926
121	983
121	994
122	144
122	163
122	724
122	883
122	885
122	944
122	990
123	499
123	794
123	869
123	883
123	958
123	973
123	978
124	640
124	743
124	791
124	854
124	942
124	955
124	961
125	63
125	228
125	566
125	635
125	642
125	892
125	961
126	22
126	533
126	649
126	819
126	823
126	882
126	958
127	113
127	130
127	637
127	713
127	772
127	781
127	991
128	624
128	869
128	889
128	890
128	893
128	895
128	922
129	93
129	727
129	770
129	778
129	853
129	937
129	970
130	127
130	234
130	410
130	900
130	904
130	978
130	980
131	420
131	505
131	833
131	857
131	872
131	930
131	974
132	239
132	291
132	648
132	710
132	742
132	815
132	847
133	360
133	657
133	686
133	884
133	956
133	976
133	1000
134	23
134	387
134	404
134	682
134	803
134	812
134	970
135	171
135	304
135	528
135	529
135	881
135	911
135	978
136	149
136	178
136	441
136	580
136	837
136	849
136	931
137	481
137	622
137	680
137	886
137	894
137	903
137	977
138	74
138	305
138	377
138	773
138	799
138	848
138	894
139	6
139	637
139	767
139	790
139	826
139	836
139	980
140	604
140	659
140	695
140	710
140	917
140	932
140	985
141	311
141	659
141	692
141	695
141	784
141	963
141	985
142	698
142	737
142	824
142	874
142	907
142	972
142	998
143	762
143	781
143	797
143	827
143	895
143	905
143	961
143	976
144	11
144	122
144	232
144	712
144	724
144	847
144	858
144	944
145	416
145	480
145	663
145	690
145	852
145	941
145	949
145	971
146	7
146	220
146	264
146	431
146	473
146	559
146	776
146	880
147	658
147	714
147	754
147	840
147	894
147	911
147	966
147	974
148	345
148	867
148	870
148	888
148	889
148	911
148	960
148	994
149	52
149	136
149	178
149	248
149	441
149	611
149	837
149	849
150	427
150	713
150	726
150	732
150	761
150	782
150	903
150	966
151	211
151	549
151	779
151	793
151	813
151	823
151	878
151	992
152	23
152	361
152	505
152	794
152	808
152	814
152	844
152	986
153	460
153	722
153	808
153	819
153	882
153	903
153	936
153	955
154	597
154	831
154	884
154	888
154	955
154	956
154	974
154	998
155	374
155	662
155	678
155	801
155	855
155	900
155	946
155	987
156	13
156	268
156	611
156	777
156	847
156	921
156	933
156	950
157	521
157	691
157	692
157	695
157	809
157	905
157	938
157	958
158	196
158	277
158	502
158	575
158	638
158	705
158	730
158	831
159	119
159	549
159	572
159	876
159	913
159	942
159	963
159	964
160	431
160	466
160	502
160	848
160	940
160	979
160	982
160	988
161	341
161	532
161	604
161	616
161	776
161	800
161	950
161	970
162	252
162	588
162	692
162	810
162	811
162	873
162	902
162	986
163	74
163	114
163	122
163	372
163	623
163	817
163	903
163	970
164	360
164	474
164	741
164	872
164	902
164	916
164	982
164	994
165	77
165	109
165	172
165	483
165	510
165	521
165	762
165	979
166	2
166	268
