1	34 
2	9 11 18 32 
3	1 5 21 26 
4	24 34 37 44 
5	22 
6	26 
7	52 
8	13 
9	6 23 25 32 
10	7 19 31 55 
11	13 43 45 55 
12	53 
13	28 
14	24 
15	1 3 38 55 
16	3 
17	46 
18	51 
19	14 17 21 24 
20	27 
21	30 33 38 50 
22	14 15 21 38 
23	7 9 29 44 
24	47 
25	21 26 37 52 
26	21 37 52 54 
27	5 17 19 33 
28	17 
29	41 
30	54 
31	22 
32	14 23 24 32 
33	24 
34	3 
35	49 
36	2 22 35 48 
37	49 
38	5 29 49 53 
39	3 16 37 51 
40	16 40 43 50 
41	4 
42	1 
43	20 
44	18 20 21 55 
45	43 
46	2 
47	12 
48	25 
49	1 15 18 28 
50	50 
51	28 
52	26 
53	19 
54	40 
55	16 
56	11 
57	51 
58	35 
59	1 2 26 38 
60	27 
61	53 
62	22 31 45 55 
63	18 
64	12 33 44 52 
65	23 32 48 54 
66	35 
67	21 
68	13 
69	17 
70	54 
71	52 
72	44 
73	29 
74	2 
75	29 35 51 54 
76	13 
77	6 
78	11 
79	2 
80	36 
81	8 
82	14 23 27 37 
83	51 
84	49 
85	15 
86	4 6 28 54 
87	6 
88	15 23 32 38 
89	6 46 51 52 
90	24 
91	7 23 29 33 
92	1 16 18 37 
93	18 
94	11 
95	39 
96	26 
97	14 34 45 51 
98	38 
99	49 
100	53 
101	6 11 14 42 
102	23 
103	26 
104	4 
105	9 
106	13 
107	13 
108	30 
109	29 
110	25 
111	5 
112	45 
113	45 
114	33 
115	18 21 50 55 
116	7 12 13 47 
117	5 
118	12 
119	9 16 20 37 
120	9 
121	2 
122	31 
123	15 
124	40 
125	46 
126	28 
127	20 
128	20 
129	15 
130	12 30 31 32 
131	20 
132	27 
133	25 28 43 50 
134	16 29 34 54 
135	42 
136	51 
137	9 36 40 48 
138	27 
139	1 10 16 18 
140	52 
141	33 
142	1 
143	50 
144	33 
145	8 26 30 36 
146	37 
147	21 42 54 55 
148	37 
149	23 
150	3 38 40 53 
151	21 
152	54 
153	3 35 40 53 
154	41 
155	19 45 47 52 
156	9 
157	39 
158	41 
159	17 
160	38 
161	53 
162	52 
163	11 
164	54 
165	32 
166	6 21 31 34 
167	41 
168	38 
169	19 
170	18 
171	18 21 32 44 
172	6 7 14 20 
173	22 31 37 43 
174	53 
175	50 
176	2 22 31 45 
177	4 
178	22 
179	45 
180	39 40 45 52 
181	12 
182	51 
183	6 23 26 37 
184	48 
185	3 
186	12 
187	9 14 21 28 
188	19 
189	6 26 51 55 
190	15 
191	53 
192	2 3 13 53 
193	38 
194	20 
195	21 
196	7 9 12 19 
197	48 
198	7 
199	40 
200	44 
201	31 
202	7 14 30 47 
203	11 
204	52 
205	6 22 32 43 
206	9 18 33 38 
207	12 
208	15 
209	28 
210	15 
211	6 9 14 37 
212	2 6 31 37 
213	41 
214	23 
215	50 
216	37 
217	28 
218	13 
219	6 18 26 48 
220	25 
221	22 28 30 31 
222	2 
223	16 27 33 40 
224	43 
225	10 
226	48 
227	11 18 37 49 
228	6 43 47 49 
229	38 
230	7 12 19 37 
231	8 
232	15 25 43 45 
233	1 
234	28 
235	46 
236	18 
237	29 
238	50 
239	54 
